@RELATION team_success

@ATTRIBUTE teama {ATL,BOS,CHI,CHR,CLE,DAL,DEN,DET,GSW,HOU,IND,LAC,LAL,MEM,MIA,MIL,MIN,NJN,NOH,NYK,ORL,PHI,PHO,POR,SAC,SAS,SEA,TOR,UTA,WAS}
@ATTRIBUTE pacea numeric
@ATTRIBUTE wona numeric
@ATTRIBUTE losta numeric
@ATTRIBUTE cumulativescorea numeric
@ATTRIBUTE teamb {ATL,BOS,CHI,CHR,CLE,DAL,DEN,DET,GSW,HOU,IND,LAC,LAL,MEM,MIA,MIL,MIN,NJN,NOH,NYK,ORL,PHI,PHO,POR,SAC,SAS,SEA,TOR,UTA,WAS}
@ATTRIBUTE paceb numeric
@ATTRIBUTE wonb numeric
@ATTRIBUTE lostb numeric
@ATTRIBUTE cumulativescoreb numeric
@ATTRIBUTE winner {0,1}

@DATA
SAS,91.455696,59,23,61433,ORL,97.333916,36,46,65411,0
SAS,91.455696,59,23,61433,PHI,97.40168,43,39,66306,0
SAS,91.455696,59,23,61433,PHO,98.47644,62,20,69615,0
SAS,91.455696,59,23,61433,POR,92.568474,27,55,63280,1
SAS,91.455696,59,23,61433,SAC,96.841805,50,32,66721,0
SAS,91.455696,59,23,61433,SEA,91.244949,52,30,62773,1
SAS,91.455696,59,23,61433,TOR,95.012611,33,49,65318,0
SAS,91.455696,59,23,61433,UTA,91.195145,26,56,61361,1
SAS,91.455696,59,23,61433,WAS,96.008492,45,37,66161,0
SEA,91.244949,52,30,62773,ATL,93.94873,13,69,63680,1
SEA,91.244949,52,30,62773,BOS,95.735855,45,37,65720,0
SEA,91.244949,52,30,62773,CHI,96.283737,47,35,63778,1
SEA,91.244949,52,30,62773,CHR,96.20163,18,64,64207,1
SEA,91.244949,52,30,62773,CLE,93.840187,42,40,62969,1
SEA,91.244949,52,30,62773,DAL,95.204948,58,24,65387,0
SEA,91.244949,52,30,62773,DEN,96.02964,49,33,64821,0
SEA,91.244949,52,30,62773,DET,89.839737,54,28,61316,1
SEA,91.244949,52,30,62773,GSW,95.689407,34,48,66613,0
SEA,91.244949,52,30,62773,HOU,91.30323,51,31,62345,1
SEA,91.244949,52,30,62773,IND,90.938339,44,38,61325,1
SEA,91.244949,52,30,62773,LAC,91.881775,37,45,62651,1
SEA,91.244949,52,30,62773,LAL,94.820389,34,48,65930,0
SEA,91.244949,52,30,62773,MEM,90.929123,45,37,61646,1
SEA,91.244949,52,30,62773,MIA,92.870872,59,23,63796,0
SEA,91.244949,52,30,62773,MIL,93.594177,30,52,63521,1
SEA,91.244949,52,30,62773,MIN,92.771713,44,38,62964,1
SEA,91.244949,52,30,62773,NJN,91.83976,42,40,61457,1
SEA,91.244949,52,30,62773,NOH,90.471931,18,64,61735,1
SEA,91.244949,52,30,62773,NYK,94.384277,33,49,63762,1
SEA,91.244949,52,30,62773,ORL,97.333916,36,46,65411,0
SEA,91.244949,52,30,62773,PHI,97.40168,43,39,66306,0
SEA,91.244949,52,30,62773,PHO,98.47644,62,20,69615,0
SEA,91.244949,52,30,62773,POR,92.568474,27,55,63280,1
SEA,91.244949,52,30,62773,SAC,96.841805,50,32,66721,0
SEA,91.244949,52,30,62773,SAS,91.455696,59,23,61433,0
SEA,91.244949,52,30,62773,TOR,95.012611,33,49,65318,0
SEA,91.244949,52,30,62773,UTA,91.195145,26,56,61361,1
SEA,91.244949,52,30,62773,WAS,96.008492,45,37,66161,0
TOR,95.012611,33,49,65318,ATL,93.94873,13,69,63680,1
TOR,95.012611,33,49,65318,BOS,95.735855,45,37,65720,0
TOR,95.012611,33,49,65318,CHI,96.283737,47,35,63778,1
TOR,95.012611,33,49,65318,CHR,96.20163,18,64,64207,1
TOR,95.012611,33,49,65318,CLE,93.840187,42,40,62969,1
TOR,95.012611,33,49,65318,DAL,95.204948,58,24,65387,0
TOR,95.012611,33,49,65318,DEN,96.02964,49,33,64821,0
TOR,95.012611,33,49,65318,DET,89.839737,54,28,61316,1
TOR,95.012611,33,49,65318,GSW,95.689407,34,48,66613,0
TOR,95.012611,33,49,65318,HOU,91.30323,51,31,62345,1
TOR,95.012611,33,49,65318,IND,90.938339,44,38,61325,1
TOR,95.012611,33,49,65318,LAC,91.881775,37,45,62651,1
TOR,95.012611,33,49,65318,LAL,94.820389,34,48,65930,0
TOR,95.012611,33,49,65318,MEM,90.929123,45,37,61646,1
TOR,95.012611,33,49,65318,MIA,92.870872,59,23,63796,0
TOR,95.012611,33,49,65318,MIL,93.594177,30,52,63521,1
TOR,95.012611,33,49,65318,MIN,92.771713,44,38,62964,1
TOR,95.012611,33,49,65318,NJN,91.83976,42,40,61457,1
TOR,95.012611,33,49,65318,NOH,90.471931,18,64,61735,1
TOR,95.012611,33,49,65318,NYK,94.384277,33,49,63762,1
TOR,95.012611,33,49,65318,ORL,97.333916,36,46,65411,0
TOR,95.012611,33,49,65318,PHI,97.40168,43,39,66306,0
TOR,95.012611,33,49,65318,PHO,98.47644,62,20,69615,0
TOR,95.012611,33,49,65318,POR,92.568474,27,55,63280,1
TOR,95.012611,33,49,65318,SAC,96.841805,50,32,66721,0
TOR,95.012611,33,49,65318,SAS,91.455696,59,23,61433,1
TOR,95.012611,33,49,65318,SEA,91.244949,52,30,62773,1
TOR,95.012611,33,49,65318,UTA,91.195145,26,56,61361,1
TOR,95.012611,33,49,65318,WAS,96.008492,45,37,66161,0
UTA,91.195145,26,56,61361,ATL,93.94873,13,69,63680,0
UTA,91.195145,26,56,61361,BOS,95.735855,45,37,65720,0
UTA,91.195145,26,56,61361,CHI,96.283737,47,35,63778,0
UTA,91.195145,26,56,61361,CHR,96.20163,18,64,64207,0
UTA,91.195145,26,56,61361,CLE,93.840187,42,40,62969,0
UTA,91.195145,26,56,61361,DAL,95.204948,58,24,65387,0
UTA,91.195145,26,56,61361,DEN,96.02964,49,33,64821,0
UTA,91.195145,26,56,61361,DET,89.839737,54,28,61316,0
UTA,91.195145,26,56,61361,GSW,95.689407,34,48,66613,0
UTA,91.195145,26,56,61361,HOU,91.30323,51,31,62345,0
UTA,91.195145,26,56,61361,IND,90.938339,44,38,61325,0
UTA,91.195145,26,56,61361,LAC,91.881775,37,45,62651,0
UTA,91.195145,26,56,61361,LAL,94.820389,34,48,65930,0
UTA,91.195145,26,56,61361,MEM,90.929123,45,37,61646,0
UTA,91.195145,26,56,61361,MIA,92.870872,59,23,63796,0
UTA,91.195145,26,56,61361,MIL,93.594177,30,52,63521,0
UTA,91.195145,26,56,61361,MIN,92.771713,44,38,62964,0
UTA,91.195145,26,56,61361,NJN,91.83976,42,40,61457,0
UTA,91.195145,26,56,61361,NOH,90.471931,18,64,61735,1
UTA,91.195145,26,56,61361,NYK,94.384277,33,49,63762,0
UTA,91.195145,26,56,61361,ORL,97.333916,36,46,65411,0
UTA,91.195145,26,56,61361,PHI,97.40168,43,39,66306,0
UTA,91.195145,26,56,61361,PHO,98.47644,62,20,69615,0
UTA,91.195145,26,56,61361,POR,92.568474,27,55,63280,0
UTA,91.195145,26,56,61361,SAC,96.841805,50,32,66721,0
UTA,91.195145,26,56,61361,SAS,91.455696,59,23,61433,0
UTA,91.195145,26,56,61361,SEA,91.244949,52,30,62773,0
UTA,91.195145,26,56,61361,TOR,95.012611,33,49,65318,0
UTA,91.195145,26,56,61361,WAS,96.008492,45,37,66161,0
WAS,96.008492,45,37,66161,ATL,93.94873,13,69,63680,1
WAS,96.008492,45,37,66161,BOS,95.735855,45,37,65720,1
WAS,96.008492,45,37,66161,CHI,96.283737,47,35,63778,1
WAS,96.008492,45,37,66161,CHR,96.20163,18,64,64207,1
WAS,96.008492,45,37,66161,CLE,93.840187,42,40,62969,1
WAS,96.008492,45,37,66161,DAL,95.204948,58,24,65387,1
WAS,96.008492,45,37,66161,DEN,96.02964,49,33,64821,1
WAS,96.008492,45,37,66161,DET,89.839737,54,28,61316,1
WAS,96.008492,45,37,66161,GSW,95.689407,34,48,66613,1
WAS,96.008492,45,37,66161,HOU,91.30323,51,31,62345,1
WAS,96.008492,45,37,66161,IND,90.938339,44,38,61325,1
WAS,96.008492,45,37,66161,LAC,91.881775,37,45,62651,1
WAS,96.008492,45,37,66161,LAL,94.820389,34,48,65930,1
WAS,96.008492,45,37,66161,MEM,90.929123,45,37,61646,1
WAS,96.008492,45,37,66161,MIA,92.870872,59,23,63796,1
WAS,96.008492,45,37,66161,MIL,93.594177,30,52,63521,1
WAS,96.008492,45,37,66161,MIN,92.771713,44,38,62964,1
WAS,96.008492,45,37,66161,NJN,91.83976,42,40,61457,1
WAS,96.008492,45,37,66161,NOH,90.471931,18,64,61735,1
WAS,96.008492,45,37,66161,NYK,94.384277,33,49,63762,1
WAS,96.008492,45,37,66161,ORL,97.333916,36,46,65411,1
WAS,96.008492,45,37,66161,PHI,97.40168,43,39,66306,1
WAS,96.008492,45,37,66161,PHO,98.47644,62,20,69615,0
WAS,96.008492,45,37,66161,POR,92.568474,27,55,63280,1
WAS,96.008492,45,37,66161,SAC,96.841805,50,32,66721,0
WAS,96.008492,45,37,66161,SAS,91.455696,59,23,61433,1
WAS,96.008492,45,37,66161,SEA,91.244949,52,30,62773,1
WAS,96.008492,45,37,66161,TOR,95.012611,33,49,65318,1
WAS,96.008492,45,37,66161,UTA,91.195145,26,56,61361,1
