@relation players
@attribute ilkid string
@attribute gp integer
@attribute minutes integer
@attribute pts integer
@attribute oreb integer
@attribute dreb integer
@attribute reb integer
@attribute asts integer
@attribute stl integer
@attribute blk integer
@attribute turnover integer
@attribute pf integer
@attribute fga integer
@attribute fgm integer
@attribute fta integer
@attribute ftm integer
@attribute tpa integer
@attribute tpm integer
@attribute class {0,1}
@attribute Outlier {yes,no}
@attribute ExtremeValue {yes,no}
@data
'OKORMI01',407,8810,3355,489,902,1391,856,311,89,541,894,2960,1449,648,422,129,35,0,yes,no
'OKURME01',225,5250,2230,471,901,1372,306,93,170,308,532,1721,785,727,587,223,73,0,yes,yes
'OLAJUHA01',1238,44223,26946,3987,9760,13747,3058,2162,3830,3667,4383,20991,10749,7621,5423,124,25,1,yes,yes
'OLBERMA01',865,21637,8145,1238,3265,4503,2190,573,235,1509,2883,5750,2824,3074,2492,41,5,0,yes,no
'ONEAJE01',562,14965,7463,1050,3113,4163,673,276,1012,970,1562,6204,2876,2462,1700,69,11,1,yes,yes
'ONEASH01',882,32982,23583,3296,7245,10541,2509,596,2273,2537,3007,16115,9328,9274,4926,21,1,1,yes,yes
'OSTERGR01',696,13949,3366,1321,2599,3920,385,183,1226,638,1744,2633,1278,1417,809,10,1,0,yes,yes
'OUTLABO01',839,19925,4809,1505,2764,4269,1411,829,1174,1013,2054,3425,1935,1804,936,38,3,0,yes,yes
'OWENSBI01',600,17610,7026,1449,2567,4016,1704,566,321,1310,1760,5968,2873,1904,1198,282,82,0,yes,yes
'PACKRO01',552,11463,4921,254,858,1112,2556,605,43,1320,1041,4090,1739,1689,1329,390,114,0,yes,yes
'PALACMI01',399,7042,1802,138,559,697,1004,255,44,486,560,1657,692,513,379,154,39,0,yes,no
'PARGOJA01',97,1274,496,29,92,121,185,42,9,115,148,505,200,54,44,152,52,0,yes,no
'PARISRO01',1611,45712,23334,4598,10117,14715,2180,1219,2361,3183,4443,17914,9614,5694,4106,6,0,1,yes,yes
'PARKEWI01',82,1247,456,33,98,131,177,53,12,152,122,381,154,131,107,131,41,0,yes,no
'PARKSCH01',472,7460,2056,546,1157,1703,265,207,306,281,931,1848,868,495,312,38,8,0,yes,no
'PATTERU01',477,11325,4799,829,1120,1949,774,544,196,790,999,3592,1837,1679,1094,162,31,0,yes,no
'PAVLOAL01',144,2006,696,59,171,230,109,70,20,114,308,652,269,148,109,148,49,0,yes,no
'PAXSOJI01',784,21357,11199,519,1074,1593,2300,951,93,1144,1442,9134,4545,2493,2011,435,98,1,yes,yes
'PAYTOGA01',1186,43314,20829,1228,3676,4904,8506,2331,272,2862,2931,17785,8334,4297,3127,3217,1034,1,yes,yes
'PEELEAN01',827,20463,8017,538,1598,2136,1956,775,138,1019,1670,7255,3101,1095,875,2445,940,0,yes,yes
'PENBEMI01',56,863,272,10,55,65,73,24,2,34,57,224,93,35,31,139,55,0,yes,no
'PERDUWI01',792,12360,3740,1420,2492,3912,595,226,526,813,1589,2943,1517,1222,705,15,1,0,yes,no
'PERKISA01',1286,36598,15324,2324,5337,7661,1975,1105,933,1586,3177,11984,5498,4292,3479,2348,849,0,yes,yes
'PERRYTI01',481,9436,3283,727,1184,1911,436,221,414,491,800,2710,1313,872,565,289,92,0,yes,yes
'PERSOCH01',943,28941,13858,1162,3601,4763,2645,683,197,1952,2565,12176,5576,2056,1486,3370,1220,0,yes,yes
'PETERJI01',491,9802,3397,766,1588,2354,487,213,363,662,1354,2821,1371,901,653,28,2,0,yes,no
'PETTIBO01',792,30690,20880,0,0,12849,2369,0,0,0,2529,16872,7349,8119,6182,0,0,1,yes,yes
'PHILLAN01',701,15378,6384,0,0,2395,3759,0,0,0,1925,6318,2323,2499,1738,0,0,1,yes,no
'PIERCPA01',526,19795,12086,573,2859,3432,1957,929,420,1615,1580,9169,3985,4078,3238,2455,878,1,yes,yes
'PIERCRI01',969,23666,14467,864,1432,2296,1825,768,147,1453,2213,10924,5391,3871,3389,920,296,1,yes,yes
'PINCKED01',793,15698,5378,1487,2465,3952,727,612,435,845,1531,3577,1915,2024,1548,18,0,0,yes,no
'PIPPESC01',1178,41069,18940,2007,5487,7494,6135,2307,947,3257,3329,15700,7420,4437,3122,3002,978,1,yes,yes
'POLLASC01',415,7318,1990,681,1384,2065,190,255,325,269,993,1535,765,650,460,2,0,0,yes,no
'POLYNOL01',1058,24885,8265,2730,4380,7110,744,516,652,1170,2835,7037,3557,2141,1146,26,5,0,yes,yes
'PORTEKE01',659,19107,7645,353,754,1179,5314,830,72,1133,2251,6617,3194,1701,1254,16,3,0,yes,yes
'PORTETE01',1274,35356,15586,709,3163,3872,7160,1583,179,2666,2203,11734,5428,4107,3433,3360,1297,1,yes,yes
'PRESSPA01',724,19659,7664,901,1897,2798,3715,997,428,1700,2032,5890,2855,2503,1875,356,79,0,yes,yes
'PRICEMA01',722,21561,10989,409,1439,1848,4863,860,76,1789,964,8345,3939,2362,2135,2428,976,1,yes,yes
'PRZYBJO01',229,4150,802,294,904,1198,116,62,373,191,631,606,323,330,156,1,0,0,yes,no
'RAMBIKU01',880,16299,4603,1640,3321,4961,931,761,456,1033,2036,3376,1802,1450,999,14,0,0,yes,no
'RASMUBL01',532,11409,5119,913,2093,3006,467,210,484,460,1623,4767,2248,801,614,35,9,0,yes,no
'RATLITH01',622,17266,5154,1308,2615,3923,386,336,1727,874,1909,3952,1952,1748,1250,1,0,1,yes,yes
'RAYCL01',784,19940,5821,1657,3630,6953,1728,501,638,532,2618,4450,2333,1963,1155,2,0,0,yes,yes
'REEDWI01',650,23073,12183,47,94,8414,1186,12,21,0,2411,10202,4859,3298,2465,0,0,1,yes,no
'REIDRO01',919,25109,10448,1167,3001,4168,2500,973,403,1319,2893,9706,4443,1992,1459,354,103,0,yes,yes
'RICEGL01',1000,34985,18336,946,3441,4387,2097,958,265,1733,2361,14867,6776,3813,3225,3896,1559,1,yes,yes
'RICHAMI01',556,18589,8253,981,2075,3056,3899,1463,206,1854,1859,7479,3419,1870,1291,564,124,1,yes,yes
'RICHAPO01',639,19398,7083,435,1372,1807,4180,817,111,1165,1129,6867,3046,971,633,1087,358,0,yes,yes
'RICHMMI01',976,34316,20497,871,2930,3801,3398,1211,254,2579,2503,16038,7305,5365,4561,3418,1326,1,yes,yes
'RIDERIS01',563,17851,9405,676,1490,2166,1535,367,136,1425,1327,8085,3583,1935,1572,1896,667,0,yes,yes
'RIDNOLU01',151,3686,1206,90,222,312,646,146,29,229,290,1089,444,259,224,258,94,0,yes,yes
'RIVERDO01',864,23568,9377,634,1991,2625,4889,1563,351,1651,2660,7416,3295,3093,2426,1101,361,1,yes,yes
'ROBERAL01',779,24669,10882,1621,2445,4066,3930,2111,323,2116,2639,9245,4412,2451,1822,800,236,1,yes,yes
'ROBERFR01',818,14703,5962,834,1474,2308,977,412,253,969,1572,4496,2257,1754,1397,157,51,0,yes,no
'ROBEROS01',1040,43886,26710,71,208,7804,9887,77,4,0,2931,19620,9508,9185,7694,0,0,1,yes,yes
'ROBERST01',300,5869,2555,506,1043,1549,189,110,384,370,1060,2124,1059,850,437,2,0,0,yes,no
'ROBINCL01',629,19284,10823,1363,3874,5237,1249,655,441,1571,1870,9596,4493,2533,1830,36,7,0,yes,no
'ROBINCL02',1250,39743,18838,1716,4201,5917,2954,1346,1327,2410,3872,16144,7089,5050,3492,3274,1168,1,yes,yes
'ROBINDA01',987,34269,20790,2947,7550,10497,2441,1387,2954,2417,2836,14221,7365,8201,6035,100,25,1,yes,yes
'ROBINGL01',688,25343,14232,973,3215,4188,1879,826,389,2147,1847,12128,5570,3016,2472,1823,620,1,yes,yes
'ROBINLA01',89,1202,400,61,106,167,82,56,5,66,107,398,153,66,44,134,50,0,yes,no
'ROBINTR01',772,25141,11988,1985,5282,7267,1348,533,510,1592,2253,9971,4816,3556,2355,1,1,1,yes,yes
'ROCHEJO01',162,3450,1358,33,145,178,640,114,22,240,230,1084,507,321,263,208,81,0,yes,yes
'RODMADE01',911,28839,6683,4329,7625,11954,1600,611,531,1484,2843,5310,2766,1832,1069,355,82,1,yes,yes
'ROGERRO01',866,21871,9468,1199,2683,3882,1722,868,446,1631,2678,7994,3608,2264,1562,1986,690,0,yes,yes
'ROLLITR01',1156,24028,6249,2148,4602,6750,660,512,2542,1057,3377,4963,2592,1522,1065,7,0,0,yes,yes
'ROOKSSE01',749,13559,4676,924,1953,2877,631,255,499,804,1657,3725,1710,1795,1254,22,2,0,yes,no
'ROSEJA01',822,25697,12225,433,2519,2952,3330,694,300,1978,2230,10174,4524,3127,2511,1883,666,0,yes,yes
'ROUNDDA01',746,23443,11318,2445,4798,7243,1620,664,1117,1806,2561,8852,4289,3702,2733,61,7,1,yes,yes
'RUDDDE01',239,2357,816,45,139,184,519,74,4,250,244,768,317,180,137,175,45,0,yes,no
'RUSSEBI01',963,40726,14522,0,0,21620,4100,0,0,0,2592,12930,5687,5614,3148,0,0,1,yes,yes
'RUSSEBR01',840,19804,6663,680,2240,2920,1084,874,204,835,1983,5272,2274,1906,1430,1856,685,0,yes,yes
'RUSSECA02',566,16781,8953,893,1803,2696,1684,594,114,1025,1527,7397,3398,2750,2123,93,34,1,yes,no
'SABONAR01',470,11375,5629,734,2702,3436,964,370,494,837,1290,4160,2082,1690,1329,415,136,0,yes,yes
'SALLEJO01',748,16524,5228,1226,2130,3356,916,451,983,949,2399,3697,1871,2076,1483,14,3,0,yes,yes
'SALMOJO01',199,3100,811,66,310,376,295,119,35,157,267,742,294,175,132,269,91,0,yes,yes
'SAMPSRA01',456,13591,7039,1174,2837,4011,1038,390,752,1363,1590,6012,2924,1786,1181,58,10,1,yes,yes
'SCALABR01',210,3110,819,165,444,609,220,80,52,178,340,786,309,190,152,158,49,0,yes,no
'SCHAYDA01',1138,21975,8780,1819,3852,5671,1299,560,839,1572,3490,6228,2994,3461,2788,30,4,0,yes,yes
'SCHAYDO01',996,29800,18438,0,0,11256,3072,0,0,0,3432,15427,5863,7904,6712,0,0,1,yes,yes
'SCHOERU01',290,3548,1491,284,451,735,175,121,71,228,573,1428,621,249,187,185,62,0,yes,yes
'SCHREDE01',1136,33597,15761,1871,5151,7022,3833,856,312,2268,3361,10995,5400,5585,4486,1236,475,1,yes,yes
'SCOTTAL01',627,10853,3088,661,1331,1992,847,404,371,617,1034,2436,1171,1012,742,20,4,0,yes,no
'SCOTTBY01',1073,30154,15097,677,2310,2987,2729,1224,276,1597,2051,12268,5918,2985,2486,2093,775,0,yes,yes
'SCOTTRA01',684,21339,10184,0,0,7154,1618,0,0,0,2035,9641,3906,3293,2372,0,0,0,yes,no
'SEIKARO01',678,21395,9991,2142,4282,6424,860,453,872,1913,2341,7540,3647,3961,2691,32,6,0,yes,yes
'SHARMBI01',711,21793,12665,0,0,2779,2101,0,0,0,1925,11168,4761,3559,3143,0,0,1,yes,no
'SHAWBR01',943,21667,6547,764,2419,3183,3918,747,251,1664,1949,6419,2589,1199,938,1416,431,0,yes,yes
'SHELTLO01',673,18530,8049,1415,2721,4136,1459,739,559,1284,2540,6950,3416,1646,1214,31,3,0,yes,yes
'SHORTPU01',842,24549,14607,1424,2201,3625,2123,878,178,1720,2479,12507,5934,3174,2614,443,125,0,yes,yes
'SICHTJE01',598,12732,4141,196,621,817,1962,439,19,657,940,3531,1789,601,515,177,48,0,yes,no
'SIKMAJA01',1107,36943,17287,2542,8274,10816,3488,1162,1048,2586,3879,13792,6396,5053,4292,618,203,1,yes,yes
'SILASPA01',1254,34989,11782,2035,3213,12357,2572,358,138,333,3105,9949,4293,4748,3196,0,0,1,yes,yes
'SIMMOBO01',197,4895,1898,281,556,837,338,180,41,230,478,1597,708,507,426,146,56,0,yes,no
'SIMMOLI01',454,13472,5833,798,2035,2833,1498,514,361,982,1106,5179,2242,1694,1306,141,43,0,yes,no
'SKILESC01',600,16789,6652,275,1251,1526,3881,500,29,1497,1343,5259,2290,1741,1548,1381,524,0,yes,yes
'SMITHCH01',564,16378,8107,1192,2054,3246,798,462,789,1036,1945,6300,2993,2718,2103,93,18,0,yes,yes
'SMITHCH03',120,1762,649,22,162,184,115,82,64,107,176,654,267,96,58,212,57,0,yes,yes
'SMITHCH05',224,3956,1140,61,230,291,627,118,56,219,346,976,425,324,231,161,59,0,yes,yes
'SMITHDE01',408,9825,5232,476,824,1300,866,265,175,700,1214,4074,2031,1495,1125,153,45,0,yes,no
'SMITHEL01',562,17879,7541,952,2880,5962,808,325,1183,183,1941,6578,3169,2079,1203,0,0,0,yes,yes
'SMITHJO01',707,21144,8922,1838,3265,5103,798,488,718,1051,2290,7535,3418,2601,2060,102,26,0,yes,yes
'SMITHKE01',737,22213,9395,281,1173,1454,4073,759,65,1649,1185,7351,3526,2026,1679,1665,664,0,yes,yes
'SMITHLA01',883,22879,5904,3401,4724,8125,941,699,457,1280,2966,4743,2519,1630,866,7,0,0,yes,yes
'SMITHOT01',375,7720,3951,604,812,1416,690,377,188,559,804,3384,1540,1082,824,187,47,0,yes,no
'SMITHRA01',976,31444,16262,861,1977,3597,4487,1403,57,1158,2556,14218,6676,3705,2893,110,17,1,yes,yes
'SMITHST01',942,28853,13430,1087,1973,3060,2922,725,275,1714,2278,10485,4609,3625,3064,3208,1148,1,yes,yes
'SMITSRI01',867,23100,12871,1531,3746,5277,1215,372,1110,1579,3010,10461,5301,2932,2266,26,3,1,yes,yes
'SNOWER01',660,18549,5036,311,1424,1735,3527,834,66,1154,1580,4293,1840,1669,1302,249,54,0,yes,no
'SOBERRI01',821,22992,10902,672,1460,2132,3525,1085,161,1973,2622,9262,4250,2695,2272,447,130,0,yes,yes
'SOLOMWI01',62,874,321,2,66,68,92,35,7,62,76,331,113,73,49,162,46,0,yes,no
'SPARRRO01',836,22550,7557,441,1314,1755,4192,828,103,1534,1915,7008,3264,1164,928,389,101,0,yes,yes
'SPENCFE01',640,12302,3354,1309,2127,3436,213,248,534,667,2116,2466,1194,1469,966,1,0,0,yes,yes
'SPREWLA01',913,35273,16712,727,2997,3724,3664,1294,398,2452,1690,14294,6076,4298,3456,3272,1104,1,yes,yes
'STACKJE01',664,23784,13570,731,1725,2456,2614,711,388,2203,1446,10739,4400,4946,4032,2446,738,1,yes,yes
'STARKJO01',866,23515,10829,409,1719,2128,3085,951,106,1533,2293,9589,3953,2211,1701,3590,1222,1,yes,yes
'STEELLA01',610,14777,5009,428,917,1781,1719,846,96,195,1832,4180,2020,1218,969,4,0,0,yes,no
'STEVEDE01',303,5718,2031,161,475,636,487,129,60,322,376,2043,838,464,304,187,51,0,yes,no
'STIPAST01',403,12591,5323,771,2360,3131,938,415,380,777,1435,4160,2015,1611,1283,56,10,0,yes,no
'STOCKJO01',1504,47765,19711,922,3128,4050,15806,3265,315,4243,3942,13658,7039,5796,4788,2202,845,1,yes,yes
'STOUDAM01',217,7484,4319,626,1304,1930,287,203,306,555,735,3031,1550,1714,1213,31,6,0,yes,no
'STOUDDA01',729,25708,10662,563,2124,2687,4779,858,76,1802,1485,9601,3924,2065,1723,3036,1091,0,yes,yes
'STRICRO01',1094,33638,14463,1128,2956,4084,7987,1616,215,2862,2048,11928,5418,4759,3432,691,195,0,yes,yes
'SWIFTST01',352,7399,3172,502,1247,1749,204,267,509,463,860,2498,1168,1172,835,17,1,0,yes,no
'TARPLRO01',280,7476,3533,964,1839,2803,292,317,329,557,950,3014,1457,824,613,34,6,0,yes,no
'THEUSRE01',1026,34603,19015,1182,2167,3349,6453,1206,236,3493,3008,14973,7057,5644,4663,945,238,1,yes,yes
'THOMAIS01',979,35516,18822,951,2527,3478,9061,1861,249,3682,2971,15904,7194,5316,4036,1373,398,1,yes,yes
'THOMAKE01',432,12945,4718,956,2228,3184,702,390,209,790,1155,3978,1822,1418,1015,240,59,0,yes,yes
'THOMAKU01',627,18132,6746,1099,3654,4753,816,495,508,932,2373,5909,2860,1333,1019,26,7,0,yes,no
'THOMPDA01',509,16305,11264,737,1184,1921,1631,459,407,1129,1287,8365,4213,3616,2815,83,23,1,yes,no
'THOMPLA01',985,21238,7806,2123,4566,6689,1139,741,972,1644,3143,6376,3136,2075,1530,26,4,0,yes,yes
'THOMPMY01',935,27764,12810,2229,4722,6951,2141,701,1073,2104,2692,10306,5191,3707,2427,12,1,0,yes,yes
'THORPOT01',1257,39822,17600,3446,6924,10370,2730,840,501,2774,4146,12593,6872,5612,3853,64,3,1,yes,yes
'THREASE01',951,22436,9327,371,1338,1709,3613,1138,136,1296,2178,8075,3914,1608,1311,642,188,0,yes,yes
'THURMNA01',964,35875,14437,744,1827,14464,2575,125,553,0,2624,13105,5521,5089,3395,0,0,1,yes,yes
'TISDAWA01',840,23868,12878,1617,3499,5116,1077,464,500,1407,2801,10575,5338,2897,2202,21,0,0,yes,no
'TOMJARU01',768,25714,13383,1173,2783,6198,1573,374,175,332,1937,11240,5630,2666,2089,130,34,1,yes,no
'TONEYAN01',468,12608,7458,235,774,1009,1965,369,105,1394,1341,5718,2859,2010,1602,403,138,1,yes,yes
'TORREOS01',82,1182,442,24,110,134,43,29,11,57,73,377,151,125,96,139,44,0,yes,no
'TRAYLRO01',438,6240,2085,634,1006,1640,312,280,306,400,1079,1774,841,691,399,24,4,0,yes,no
'TRIPUKE01',707,20959,12142,937,1766,2703,2090,678,137,1697,1634,9380,4434,3660,3106,465,168,1,yes,yes
'TSKITNI01',155,1847,471,100,185,285,111,45,48,120,219,589,177,101,75,180,42,0,yes,no
'TURNEJE01',612,11244,3697,621,1415,2036,635,215,85,687,1758,3304,1543,700,538,212,73,0,yes,yes
'TURPIME01',361,6871,3071,575,1080,1655,183,155,348,431,853,2513,1297,613,476,9,1,0,yes,no
'TWYMAJA01',823,26147,15840,0,0,5424,1861,0,0,0,2782,13873,6237,4325,3366,0,0,1,yes,no
'TYLERTE01',871,21742,8868,1609,3066,4675,1039,801,1342,1140,1937,7915,3831,1702,1196,82,10,0,yes,yes
'UNSELWE01',984,35832,10624,2085,4974,13769,3822,628,367,579,2762,8586,4369,2976,1883,6,3,1,yes,yes
'VALENDA01',620,14395,5400,351,967,1318,3080,910,58,1240,1358,4560,1993,1744,1373,157,41,0,yes,no
'VANARDI01',921,31771,15079,188,476,3807,3060,264,44,0,2575,11661,5413,5385,4253,0,0,1,yes,no
'VANARTO01',929,28682,14232,247,794,3942,2085,230,16,0,2922,12763,5505,4226,3222,0,0,1,yes,no
'VANBRJA01',434,10155,2596,500,1278,1778,815,363,329,506,1225,2123,932,888,723,30,9,0,yes,no
'VANDEKI01',810,24521,15980,893,1892,2785,1668,468,243,1310,1560,11699,6139,3997,3484,592,218,1,yes,yes
'VANEXNI01',815,27985,12303,351,2103,2454,5654,710,90,1793,1320,11114,4500,2300,1830,4116,1473,1,yes,yes
'VANHOKE01',522,17055,8734,960,2757,3717,863,441,284,1191,1615,7272,3232,2064,1723,1519,547,0,yes,yes
'VANLINO01',746,26171,8770,540,1269,3596,5217,767,71,249,2661,8003,3313,2749,2144,0,0,1,yes,yes
'VAUGHJA01',528,9230,2626,92,681,773,1451,307,11,630,930,2258,977,742,583,251,89,0,yes,yes
'VAUGHLO01',689,16993,6984,1482,3399,4881,652,510,228,822,1624,6074,3061,1172,841,86,21,0,yes,no
'VOLKOAL01',149,2453,1019,155,229,384,333,102,52,154,344,853,388,318,195,144,48,0,yes,no
'WALKEAN01',687,26618,13621,1560,4403,5963,2829,957,414,2167,2076,12760,5294,3003,1929,3388,1104,1,yes,yes
'WALKECH01',1032,33433,18831,245,593,7314,2126,117,10,0,2727,14628,6876,6384,5079,0,0,1,yes,yes
'WALKEDA01',720,18601,6389,1057,2077,3134,3276,1090,225,1461,1827,5682,2469,2027,1445,102,6,0,yes,no
'WALKEFO01',658,15036,4199,459,1227,1686,3111,992,83,792,1414,3537,1538,1460,1113,44,10,0,yes,no
'WALKESA01',438,7591,2374,520,1566,2086,252,134,315,401,888,2024,936,798,501,9,1,0,yes,no
'WALLABE01',616,18778,4029,1761,4780,6541,724,788,1419,631,1288,3494,1672,1622,681,30,4,1,yes,yes
'WALLARA01',711,24498,11241,1125,3780,4905,1371,687,912,1298,2130,9237,4505,2446,1733,1505,498,1,yes,yes
'WALTOBI01',468,13250,6215,1103,3820,4923,1590,380,1034,865,1298,4900,2552,1683,1111,4,0,1,yes,yes
'WANGZH01',137,1257,604,38,193,231,39,25,35,68,155,511,213,147,108,182,70,0,yes,yes
'WARDCH01',630,14081,3947,232,1416,1648,2539,776,128,1038,1276,3428,1400,659,508,1754,639,0,yes,yes
'WASHIER01',104,2300,716,82,134,216,108,78,42,106,230,682,274,115,87,234,81,0,yes,yes
'WASHIJI01',774,22668,8168,318,808,6637,1105,83,100,0,2280,7238,3253,2358,1662,0,0,0,yes,no
'WASHIKE01',507,12815,4666,1522,2710,4232,695,403,550,629,1630,3382,1778,1691,1110,4,0,1,yes,yes
'WATTSSL01',437,11513,3901,455,943,1398,2678,961,111,239,1314,3876,1602,1168,697,0,0,0,yes,no
'WEATHCL01',915,27740,10483,2006,4840,6846,1346,880,794,1431,2028,8537,4025,3261,2423,51,10,0,yes,yes
'WEBBECH01',686,26003,14945,1831,5084,6915,3064,1030,1091,2013,2320,12932,6271,3386,2164,795,239,1,yes,yes
'WEBBSP01',814,20288,8072,324,1418,1742,4342,922,110,1623,1638,6421,2903,2296,1946,1018,320,0,yes,yes
'WEBSTMA01',579,12966,4137,1419,2625,4044,722,219,828,835,1445,3223,1575,1597,985,6,2,0,yes,yes
'WEDMASC01',906,25927,11916,1502,2853,4355,1771,846,301,883,2549,10713,5153,1923,1526,251,84,1,yes,yes
'WEISSBO01',783,17277,5989,81,261,1398,2931,287,52,0,1576,5346,2288,1706,1413,0,0,0,yes,no
'WESLEDA01',843,27547,11067,468,1724,2192,3918,1209,151,1671,2066,9387,4000,2612,2052,2742,1015,0,yes,yes
'WESTDO01',676,16649,6477,532,1138,1670,1292,459,188,823,1862,5473,2631,1470,1178,194,37,0,yes,no
'WESTJE01',932,36571,25192,30,86,5376,6238,81,23,0,2435,19032,9016,8801,7160,0,0,1,yes,yes
'WESTMA01',1090,20213,6259,1785,3562,5347,428,326,1403,1208,3136,4356,2528,2117,1203,4,0,0,yes,yes
'WESTPPA01',823,20947,12809,393,1120,1580,3591,1022,262,1117,1705,10084,5079,3166,2596,200,55,1,yes,no
'WHITEJA01',334,5916,1954,590,1354,1944,63,119,355,397,887,1443,736,903,482,1,0,0,yes,no
'WHITEJO01',837,29941,14399,472,1468,3345,4095,686,112,504,2056,13884,6169,2471,2060,6,1,1,yes,no
'WICKSSI01',760,25762,12803,1539,3268,6620,2437,592,431,667,2524,11002,5046,3955,2711,2,0,1,yes,no
'WILKEJA01',828,27275,14644,1627,3490,5117,2050,1049,262,1211,2296,12471,6226,2878,2185,52,7,1,yes,no
'WILKELE01',1077,38064,17772,118,279,5030,7211,174,26,0,3285,14327,6189,6973,5394,0,0,1,yes,yes
'WILKIDO01',1074,38113,26668,2950,4219,7169,2677,1378,642,2669,2061,21589,9963,7438,6031,2231,711,1,yes,yes
'WILKIGE01',900,26087,11745,975,1670,2645,2703,906,209,1683,1853,10569,4758,2429,1810,1327,419,0,yes,yes
'WILLIAA01',599,10543,3756,819,1645,2464,452,248,488,603,1512,2907,1426,1220,903,15,1,0,yes,no
'WILLIBU01',1307,42464,16784,4526,8492,13018,1646,1080,1100,2786,4267,11661,6404,5979,3971,30,5,1,yes,yes
'WILLIGU01',825,25645,14093,818,1404,2222,4597,1638,291,1646,1637,12570,5793,3173,2399,454,108,1,yes,yes
'WILLIHE01',1102,28484,11944,1624,4885,6509,1856,605,1605,1929,2876,10781,5037,2675,1862,84,8,0,yes,yes
'WILLIHO01',887,26327,9784,2070,3928,5998,1591,747,1456,1207,2250,7681,3688,3315,2406,19,2,0,yes,yes
'WILLIJA01',475,9805,3472,1587,1997,3584,287,204,301,515,1284,3092,1360,1237,749,24,3,1,yes,no
'WILLIJA02',492,15565,5739,129,1115,1244,3345,675,45,1247,765,5481,2140,782,619,2667,840,0,yes,yes
'WILLIJA03',75,1961,714,27,168,195,350,86,17,171,179,685,273,161,103,202,65,0,yes,yes
'WILLIJE01',587,12753,3865,1326,2417,3743,474,618,128,587,1229,2839,1425,1573,1014,26,1,0,yes,no
'WILLIKE01',1419,38317,17241,4088,7805,11893,1327,956,750,2518,4161,14559,7090,4236,3021,190,40,1,yes,yes
'WILLILO01',253,5535,757,693,903,1596,247,134,350,236,732,721,338,215,81,2,0,0,yes,no
'WILLIMA01',137,3026,1098,73,243,316,560,102,13,247,308,1040,438,216,180,138,42,0,yes,no
'WILLIMI01',413,10403,4533,300,750,1050,2385,717,95,938,1073,3170,1470,1780,1545,211,48,0,yes,no
'WILLIRA01',655,18462,10158,814,1556,2370,3779,1198,208,2099,2165,8794,3962,2673,2143,384,91,0,yes,yes
'WILLIRE01',599,16013,7508,785,1608,2393,1492,802,407,1051,1920,6848,2992,1468,1151,1253,373,0,yes,yes
'WILLISC01',746,12221,3717,1249,2257,3506,431,393,421,545,1916,3401,1588,890,642,45,5,0,yes,no
'WILLIWA01',708,18821,8385,745,2049,2794,1637,658,406,1321,2046,7013,2978,1956,1453,2575,976,0,yes,yes
'WINGFDO01',114,1146,423,121,154,275,76,39,15,89,191,404,157,86,62,150,47,0,yes,no
'WINTEBR01',650,19938,10537,470,1218,1688,2674,792,190,1014,1830,9457,4490,1713,1443,314,114,1,yes,yes
'WOODAL01',417,9939,4902,459,803,1262,742,310,159,569,944,4254,1980,1143,902,190,40,0,yes,no
'WOODSMI01',786,20021,10981,655,1183,1838,1822,952,275,1331,1847,9364,4368,2615,2125,443,120,0,yes,yes
'WOODSRA01',151,1093,356,32,61,93,257,85,4,110,166,338,115,101,69,187,57,0,yes,yes
'WOOLROR01',851,24041,13623,1361,2335,3696,1609,553,569,1747,2166,10037,5150,4501,3315,88,8,0,yes,yes
'WORTHJA01',926,30001,16320,1561,3147,4708,2791,1041,624,1859,1975,13204,6878,3184,2447,486,117,1,yes,yes
'WRIGHLO02',598,15525,5526,1373,2895,4268,527,384,490,758,1823,4936,2264,1507,996,27,2,0,yes,no
