@relation players
@attribute ilkid string
@attribute gp integer
@attribute minutes integer
@attribute pts integer
@attribute oreb integer
@attribute dreb integer
@attribute reb integer
@attribute asts integer
@attribute stl integer
@attribute blk integer
@attribute turnover integer
@attribute pf integer
@attribute fga integer
@attribute fgm integer
@attribute fta integer
@attribute ftm integer
@attribute tpa integer
@attribute tpm integer
@attribute class integer
@data
'SOWPA01',27,255,62,18,39,57,2,12,4,10,46,58,23,27,16,0,0,0
'SPANAJI01',259,5290,2505,300,352,652,572,248,38,399,495,1796,844,941,805,48,12,0
'SPARRGU01',150,2583,1167,0,0,728,142,0,0,0,410,1289,461,403,245,0,0,0
'SPARRRO01',836,22550,7557,441,1314,1755,4192,828,103,1534,1915,7008,3264,1164,928,389,101,0
'SPEAROD01',479,8104,4161,0,0,1409,917,0,0,0,1580,4066,1488,1554,1185,0,0,0
'SPECTAR01',169,0,852,0,0,0,143,0,0,0,351,1149,322,362,208,0,0,0
'SPENCAN01',48,771,346,68,86,154,46,36,17,47,107,281,125,131,96,2,0,0
'SPENCEL01',157,2641,923,127,428,555,109,53,170,249,336,754,389,250,145,4,0,0
'SPENCFE01',640,12302,3354,1309,2127,3436,213,248,534,667,2116,2466,1194,1469,966,1,0,0
'SPICELO01',4,0,1,0,0,0,0,0,0,0,3,7,0,2,1,0,0,0
'SPITZCR01',10,44,18,0,0,24,0,0,0,0,4,21,8,3,2,0,0,0
'SPOELAR01',278,5248,2012,0,0,1273,266,0,0,0,811,1953,763,701,486,0,0,0
'SPREWLA01',913,35273,16712,727,2997,3724,3664,1294,398,2452,1690,14294,6076,4298,3456,3272,1104,1
'SPRIGLA01',169,2202,873,125,259,384,218,80,28,209,338,659,341,254,191,6,0,0
'SPRINJI01',2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
'SPRUIJI01',1,0,2,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0
'STACKJE01',664,23784,13570,731,1725,2456,2614,711,388,2203,1446,10739,4400,4946,4032,2446,738,1
'STACKRY01',43,397,99,34,45,79,10,6,22,26,78,88,31,47,37,1,0,0
'STACOKE01',347,4539,1781,190,321,511,524,111,15,158,360,1844,769,315,242,2,1,0
'STALLDA01',522,10494,4860,58,87,2453,872,31,7,0,1259,4296,1883,1495,1094,0,0,0
'STALLIS01',313,5489,2403,190,446,861,213,129,51,0,686,2466,1021,526,361,0,0,0
'STANCED01',74,0,578,0,0,34,73,0,0,0,172,504,170,313,238,0,0,0
'STANSTE01',192,2984,1200,76,201,277,390,119,20,248,483,1055,468,308,240,107,24,0
'STARKJO01',866,23515,10829,409,1719,2128,3085,951,106,1533,2293,9589,3953,2211,1701,3590,1222,1
'STARRKE01',17,65,14,6,4,10,6,1,0,0,11,24,6,2,2,0,0,0
'STAVELA01',265,3380,1237,0,0,1019,251,0,0,0,577,1019,474,368,289,0,0,0
'STEELLA01',610,14777,5009,428,917,1781,1719,846,96,195,1832,4180,2020,1218,969,4,0,0
'STEIGMA01',2,12,3,0,3,3,2,1,1,2,1,4,1,2,1,2,0,0
'STEPAVL01',270,3726,1118,367,813,1180,94,110,144,213,482,1071,455,384,206,15,2,0
'STEPHEV01',38,215,71,11,12,23,39,9,4,29,22,75,25,24,19,10,2,0
'STEPHJA01',72,2219,743,0,0,377,207,0,0,0,144,643,248,357,247,0,0,0
'STEPHJO01',22,227,71,18,27,45,12,12,3,11,14,84,30,10,7,21,4,0
'STEPPBR01',238,2858,1297,127,218,345,280,105,17,248,334,945,443,490,402,29,9,0
'STEVEBA01',2,6,2,2,0,2,0,0,0,0,1,2,1,0,0,0,0,0
'STEVEDE01',303,5718,2031,161,475,636,487,129,60,322,376,2043,838,464,304,187,51,0
'STEVEWA01',8,49,13,0,0,16,4,0,0,0,4,19,3,10,7,0,0,0
'STEWAKE01',15,110,40,9,22,31,2,5,2,8,13,26,12,25,16,0,0,0
'STEWALA01',270,5415,2005,444,633,1077,338,147,106,346,580,1503,765,619,466,44,9,0
'STEWAMI01',286,3304,623,337,570,907,88,56,278,142,557,556,246,251,131,0,0,0
'STEWANO01',5,37,10,0,0,5,2,0,0,0,9,15,4,6,2,0,0,0
'STIPAST01',403,12591,5323,771,2360,3131,938,415,380,777,1435,4160,2015,1611,1283,56,10,0
'STITHBR01',586,16417,5946,586,1397,1983,1178,594,130,776,1092,4767,2021,1900,1598,931,306,0
'STITHSA01',32,440,141,0,0,51,60,0,0,0,55,162,59,38,23,0,0,0
'STITHTO01',25,209,77,0,0,39,18,0,0,0,23,110,37,10,3,0,0,0
'STIVRAL01',22,90,44,10,12,22,4,2,2,10,13,43,20,8,4,2,0,0
'STOCKJO01',1504,47765,19711,922,3128,4050,15806,3265,315,4243,3942,13658,7039,5796,4788,2202,845,1
'STOJAPR01',487,16574,8987,447,1969,2416,969,524,72,783,863,6845,3181,1826,1626,2508,999,0
'STOKEED01',4,17,3,1,3,4,1,1,2,2,4,3,1,2,1,0,0,0
'STOKEGR01',42,384,130,29,33,62,17,14,11,22,64,128,57,23,16,1,0,0
'STOKEMA01',202,7544,3315,0,0,3492,1062,0,0,0,789,3567,1251,1165,813,0,0,1
'STOLKAR01',23,0,102,0,0,0,38,0,0,0,72,164,36,44,30,0,0,0
'STOREAW01',9,32,8,4,1,5,1,0,0,0,3,10,3,2,1,2,1,0
'STOUDAM01',217,7484,4319,626,1304,1930,287,203,306,555,735,3031,1550,1714,1213,31,6,0
'STOUDDA01',729,25708,10662,563,2124,2687,4779,858,76,1802,1485,9601,3924,2065,1723,3036,1091,0
'STOVAPA01',25,211,76,0,0,61,13,0,0,0,37,76,26,38,24,0,0,0
'STRAWJO01',231,6365,1977,0,0,2296,245,0,0,0,961,1729,737,733,503,0,0,0
'STRICBI01',1,2,4,0,0,0,0,0,0,0,1,3,2,0,0,0,0,0
'STRICER01',501,10189,3780,209,1108,1317,1203,422,41,668,958,3400,1333,860,710,1151,404,0
'STRICMA01',281,3414,1281,237,533,770,102,79,108,163,321,1105,539,301,201,9,2,0
'STRICRO01',1094,33638,14463,1128,2956,4084,7987,1616,215,2862,2048,11928,5418,4759,3432,691,195,0
'STRICRO02',1,4,2,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0
'STROEJO01',46,293,82,29,56,85,23,3,14,27,51,84,31,30,20,2,0,0
'STRONDE01',456,8548,3090,783,1430,2213,291,203,93,421,740,2484,1068,1199,943,61,11,0
'STROTLA01',13,155,60,9,6,15,14,9,1,17,15,73,24,14,10,15,2,0
'STROUJO01',9,88,25,7,6,13,9,1,0,4,7,34,11,4,3,0,0,0
'STUMPGE01',148,0,783,0,0,0,118,0,0,0,227,1040,315,221,153,0,0,0
'STUTZST01',166,0,1181,0,0,0,188,0,0,0,397,1573,402,464,377,0,0,0
'SUITEGA01',30,140,42,0,0,41,2,0,0,0,20,54,19,9,4,0,0,0
'SUMPTBA01',1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
'SUNDEDO01',113,2636,874,0,0,281,224,0,0,0,320,881,287,410,300,0,0,1
'SUNDOBR01',102,524,173,27,80,107,18,15,14,30,106,222,79,19,10,24,5,0
'SUNDVJO01',502,8811,3886,132,422,554,1469,220,5,560,601,3642,1647,431,366,576,226,0
'SURABO01',657,15595,5654,519,1721,2240,2474,641,142,1231,1477,4628,1918,2024,1395,1303,423,0
'SURHODI01',58,545,178,0,0,94,32,0,0,0,89,190,56,92,66,0,0,0
'SUTTLDA01',46,493,272,21,28,49,48,21,0,33,49,227,115,49,42,4,0,0
'SUTTOGR01',168,1950,761,22,131,153,284,84,13,183,317,687,272,136,101,321,116,0
'SWAINBE01',58,708,265,0,0,262,29,0,0,0,127,244,99,110,67,0,0,0
'SWANSNO01',63,611,100,0,0,110,33,0,0,0,91,137,31,64,38,0,0,0
'SWARTDA01',39,335,175,0,0,88,21,0,0,0,92,150,57,72,61,0,0,0
'SWEETMI01',119,2003,830,237,338,575,58,45,40,140,281,586,306,293,218,2,0,0
'SWIFTRO01',16,72,15,1,4,5,2,1,7,4,16,11,5,9,5,0,0,0
'SWIFTST01',352,7399,3172,502,1247,1749,204,267,509,463,860,2498,1168,1172,835,17,1,0
'SWINSAA01',9,51,24,3,5,8,3,1,0,5,8,18,10,5,4,0,0,0
'SYDNOWA01',15,0,15,0,0,0,0,0,0,0,6,26,5,10,5,0,0,0
'SYKESLA01',1,2,0,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0
'SZABOBR01',70,662,153,56,109,165,17,16,32,41,119,121,54,61,45,1,0,0
'SZCZEWA01',398,13159,5972,424,1318,1742,1078,279,116,649,932,4673,2342,1182,1003,706,285,1
'TABAKZA01',247,3607,1233,325,558,883,165,65,126,269,577,1062,537,303,159,3,0,0
'TABUSYU01',4,17,7,2,2,4,3,0,0,1,1,6,1,4,4,1,1,0
'TANNESI01',70,0,633,0,0,0,162,0,0,0,107,861,236,194,161,0,0,0
'TARLADR01',43,598,103,37,85,122,31,7,19,38,95,99,39,33,25,0,0,0
'TARPLRO01',280,7476,3533,964,1839,2803,292,317,329,557,950,3014,1457,824,613,34,6,0
'TATUMEA01',262,5229,2508,214,468,682,507,319,101,289,619,2415,1109,386,288,6,2,0
'TAYLOAN01',21,368,144,11,23,34,43,22,5,20,37,151,60,32,24,2,0,0
'TAYLOBR01',330,10262,4064,291,506,797,1476,606,82,428,931,3295,1606,865,695,417,157,1
'TAYLOFR01',88,835,385,0,0,140,69,0,0,0,153,401,146,157,93,0,0,0
'TAYLOJA01',17,114,51,5,6,11,5,5,3,10,9,52,21,9,6,13,3,0
'TAYLOJE01',56,818,179,26,56,82,113,42,16,68,86,170,70,56,39,1,0,0
'TAYLOJO01',54,866,256,36,84,120,26,32,20,44,124,249,100,48,28,71,28,0
'TAYLOLE01',10,37,11,4,8,12,1,0,0,5,4,6,0,16,11,1,0,0
'TAYLOMA01',455,12011,5443,716,1479,2195,565,221,244,865,1410,4881,2281,1228,876,32,5,0
'TAYLORO02',79,1548,301,0,211,211,288,132,9,0,202,314,132,65,37,0,0,0
'TAYLOVI01',31,321,95,19,17,36,41,20,2,30,54,102,37,32,21,0,0,0
'TEAGLTE01',687,14509,7982,726,1077,1803,956,517,127,1005,1532,7090,3295,1719,1362,143,30,0
'TELFASE01',68,1330,460,10,94,104,224,35,4,125,120,430,169,133,105,69,17,0
'TERREIR01',127,2483,886,143,390,533,144,63,75,53,265,743,370,229,146,0,0,0
'TERRYCA01',94,1078,285,75,152,227,124,54,27,82,162,281,122,61,41,11,0,0
'TERRYCH01',128,1768,431,43,100,288,79,58,10,0,236,480,183,86,65,0,0,0
'TERRYCL01',72,711,287,15,46,61,65,26,1,8,62,259,121,55,45,0,0,1
'TERRYJA01',483,16441,7527,198,1310,1508,2659,697,80,1201,1037,6266,2728,1563,1320,2012,751,0
'THACKTO01',218,2187,721,0,0,522,222,0,0,0,365,828,307,222,107,0,0,0
'THEUSRE01',1026,34603,19015,1182,2167,3349,6453,1206,236,3493,3008,14973,7057,5644,4663,945,238,1
'THIBEPE01',93,992,462,57,87,144,45,34,32,73,167,428,194,115,72,7,2,0
'THIEBBI01',85,876,337,0,0,272,24,0,0,0,122,399,132,114,73,0,0,0
'THIGPJU01',19,101,48,1,0,10,8,0,0,0,18,60,24,0,0,0,0,0
'THIRDDA01',179,1469,510,79,130,209,84,47,13,105,226,414,189,232,131,11,1,0
'THOMABI01',25,356,92,7,29,36,17,14,1,9,29,94,34,9,7,56,17,0
'THOMACA01',63,534,181,13,47,60,28,24,8,25,49,176,70,28,18,73,23,0
'THOMACH01',36,156,48,6,16,22,22,4,1,17,20,51,18,15,10,17,2,0
'THOMAET01',211,4006,1422,346,772,1118,97,78,232,222,494,1056,527,607,368,0,0,0
'THOMAIR01',26,108,46,14,17,31,10,4,1,13,24,50,17,21,12,0,0,0
'THOMAIS01',979,35516,18822,951,2527,3478,9061,1861,249,3682,2971,15904,7194,5316,4036,1373,398,1
'THOMAJA01',12,102,30,6,8,14,6,4,0,11,8,37,14,1,1,6,1,0
'THOMAJA02',11,117,26,17,20,37,4,4,4,7,13,20,12,6,2,0,0,0
'THOMAJI01',161,3361,1355,136,282,418,377,142,12,210,322,1148,541,346,264,53,9,0
'THOMAJO01',192,2126,545,189,223,412,58,66,48,99,367,429,217,189,111,2,0,0
'THOMAJO02',39,204,55,0,0,43,17,0,0,0,19,86,23,20,9,0,0,0
'THOMAKE01',432,12945,4718,956,2228,3184,702,390,209,790,1155,3978,1822,1418,1015,240,59,0
'THOMAKU01',627,18132,6746,1099,3654,4753,816,495,508,932,2373,5909,2860,1333,1019,26,7,0
'THOMATE01',28,136,77,15,21,36,3,4,2,0,21,65,28,29,21,0,0,0
'THOMATI01',574,15148,6858,558,1747,2305,828,457,223,896,1588,5688,2517,1595,1221,1639,603,0
'THOMPBE01',204,2935,1078,164,188,352,266,127,27,181,391,934,410,327,258,17,0,0
'THOMPBI01',300,6697,2566,670,945,1615,514,158,272,529,817,2128,1074,617,416,13,2,0
'THOMPBR01',168,1714,760,30,128,158,281,87,5,154,229,679,278,85,55,396,149,0
'THOMPCO01',44,520,122,41,79,120,34,12,7,31,92,137,43,46,36,0,0,0
'THOMPDA01',509,16305,11264,737,1184,1921,1631,459,407,1129,1287,8365,4213,3616,2815,83,23,1
'THOMPGE01',73,1983,780,50,131,181,225,66,6,0,203,691,306,214,168,0,0,1
'THOMPJO01',74,771,262,0,0,260,19,0,0,0,156,239,98,111,66,0,0,0
'THOMPKE01',14,58,13,7,6,13,3,0,2,5,11,14,6,2,1,1,0,0
'THOMPLA01',985,21238,7806,2123,4566,6689,1139,741,972,1644,3143,6376,3136,2075,1530,26,4,0
'THOMPMY01',935,27764,12810,2229,4722,6951,2141,701,1073,2104,2692,10306,5191,3707,2427,12,1,0
'THOMPPA01',154,3105,1374,204,329,533,224,141,79,160,360,1315,568,279,221,81,17,0
'THOMPST01',19,91,31,11,8,19,8,6,3,5,9,37,14,8,3,1,0,0
'THORNBO01',283,3386,844,267,445,712,99,74,35,210,578,720,320,362,202,9,2,0
'THORNRO01',466,10376,5012,0,0,1463,1214,0,0,0,784,4479,1939,1569,1134,0,0,0
'THORPOT01',1257,39822,17600,3446,6924,10370,2730,840,501,2774,4146,12593,6872,5612,3853,64,3,1
'THREASE01',951,22436,9327,371,1338,1709,3613,1138,136,1296,2178,8075,3914,1608,1311,642,188,0
'THURMNA01',964,35875,14437,744,1827,14464,2575,125,553,0,2624,13105,5521,5089,3395,0,0,1
'THURSME01',14,0,78,0,0,0,4,0,0,0,42,113,32,28,14,0,0,0
'TIDRIHO01',61,0,552,0,0,0,101,0,0,0,191,616,194,205,164,0,0,0
'TIEMADA01',29,176,34,0,0,22,27,0,0,0,18,57,15,10,4,0,0,0
'TILLIDA01',124,1256,425,116,198,314,42,20,90,73,270,435,184,91,57,3,0,0
'TINGLJA01',39,0,91,0,0,0,8,0,0,0,47,143,37,33,17,0,0,0
'TINSLJA01',245,7356,2365,142,712,854,1755,428,87,706,693,2208,880,529,382,704,223,0
'TISDAWA01',840,23868,12878,1617,3499,5116,1077,464,500,1407,2801,10575,5338,2897,2202,21,0,0
'TODORMA01',131,0,1445,0,0,455,386,0,0,0,427,1567,484,671,477,0,0,0
'TOLBERA01',261,2789,928,221,388,609,135,71,101,210,418,800,396,250,136,6,0,0
'TOLBETO01',312,5680,2030,406,845,1251,285,116,109,347,741,1647,757,680,487,98,29,0
'TOLSODE01',80,681,402,85,94,179,34,36,27,1,97,280,153,176,96,0,0,0
'TOMJARU01',768,25714,13383,1173,2783,6198,1573,374,175,332,1937,11240,5630,2666,2089,130,34,1
'TONEYAN01',468,12608,7458,235,774,1009,1965,369,105,1394,1341,5718,2859,2010,1602,403,138,1
'TONEYSE01',112,1410,409,22,76,98,235,48,1,114,159,381,139,128,100,91,31,0
'TONKOAN01',17,0,44,0,0,0,10,0,0,0,12,71,19,9,6,0,0,0
'TOOLSAN01',60,523,159,32,41,73,32,14,2,26,70,146,58,37,28,44,15,0
'TOOMAJA01',131,0,876,0,0,0,113,0,0,0,349,789,297,408,282,0,0,0
'TOONEBE01',23,124,55,12,22,34,12,4,5,16,20,64,23,10,8,7,1,0
'TORGOIR01',147,0,997,0,0,0,106,0,0,0,436,1451,357,367,283,0,0,0
'TORMOGE01',271,3223,1191,0,0,1122,257,0,0,0,551,1253,515,278,161,0,0,0
'TORREOS01',82,1182,442,24,110,134,43,29,11,57,73,377,151,125,96,139,44,0
'TOSHEBI01',203,6339,1859,0,0,608,661,0,0,0,654,2012,634,745,591,0,0,0
'TOUGHBO01',82,0,589,0,0,0,137,0,0,0,141,814,226,178,137,0,0,0
'TOWEMO01',51,409,130,8,26,34,87,16,0,0,61,138,56,25,18,0,0,1
'TOWERKE01',53,416,98,25,44,69,7,6,12,19,69,91,39,36,20,1,0,0
'TOWERWI01',128,0,1198,0,0,0,313,0,0,0,487,1449,425,465,348,0,0,0
'TOWNELI01',60,543,257,31,36,67,32,20,7,34,86,248,109,40,30,25,9,0
'TOWNSRA01',154,2025,745,46,111,157,217,90,10,122,201,751,309,172,121,35,6,0
'TRAPPGE01',379,6863,3353,251,577,1466,375,117,71,0,1034,3188,1417,690,519,0,0,0
'TRAPPJO01',279,4895,2066,0,0,1248,283,0,0,0,855,2014,846,516,374,0,0,0
'TRAYLRO01',438,6240,2085,634,1006,1640,312,280,306,400,1079,1774,841,691,399,24,4,0
'TRENTGA01',506,9865,4366,773,1503,2276,504,223,174,599,1096,3580,1792,1210,778,50,4,0
'TREPAJE01',31,270,88,16,27,43,22,19,4,25,20,101,34,20,14,13,6,0
'TRESVJO01',559,12296,5118,0,0,3546,806,0,0,0,1754,4256,1920,1843,1278,0,0,0
'TRIPTDI01',59,0,336,0,0,0,97,0,0,0,112,422,116,143,104,0,0,0
'TRIPUKE01',707,20959,12142,937,1766,2703,2090,678,137,1697,1634,9380,4434,3660,3106,465,168,1
'TRYBACE01',22,101,15,6,9,15,1,1,7,10,16,24,5,12,5,0,0,0
'TSAKAIA01',228,3882,1156,219,703,922,83,51,179,205,531,947,451,387,254,1,0,0
'TSCHOJO01',113,1216,277,85,102,208,69,42,45,0,174,354,126,43,25,0,0,0
'TSIORLO01',157,2977,910,0,0,751,165,0,0,0,451,1070,337,329,236,0,0,0
'TSKITNI01',155,1847,471,100,185,285,111,45,48,120,219,589,177,101,75,180,42,0
'TUCKEAL01',271,5679,2600,0,0,1348,242,40,0,25,567,2347,1062,667,473,7,3,0
'TUCKEAN01',61,981,243,44,126,170,68,46,11,56,129,210,96,83,51,1,0,0
'TUCKEJI01',99,1301,407,0,0,349,52,0,0,0,242,450,157,122,93,0,0,0
'TUCKETR01',756,15671,6236,512,1008,1520,1532,679,88,593,1594,5632,2594,627,473,1410,575,0
'TURKCMI01',17,90,33,13,20,33,5,3,1,8,14,38,14,8,5,6,0,0
'TURKOHI01',368,8218,3324,219,1133,1352,626,255,117,399,753,2840,1183,838,644,821,314,0
'TURNEAN01',170,2523,767,62,201,263,535,137,3,212,205,727,307,182,139,59,14,0
'TURNEBI01',294,4060,1597,0,0,1039,167,0,0,0,606,1481,603,537,391,0,0,0
'TURNEEL01',505,9006,2397,556,819,1375,914,442,28,455,910,2429,1049,409,292,46,7,0
'TURNEHE01',66,464,224,39,39,78,29,25,8,38,59,179,81,100,60,8,2,0
'TURNEJA01',65,922,282,0,0,154,77,0,0,0,76,308,111,76,60,0,0,0
'TURNEJA02',42,567,200,0,0,85,44,0,0,0,51,221,84,42,32,0,0,0
'TURNEJE01',612,11244,3697,621,1415,2036,635,215,85,687,1758,3304,1543,700,538,212,73,0
'TURNEJO01',42,345,117,38,40,78,12,6,4,32,40,98,43,59,31,0,0,0
'TURNEWA01',3,41,4,1,2,3,5,0,0,3,4,6,1,6,2,0,0,0
'TURPIME01',361,6871,3071,575,1080,1655,183,155,348,431,853,2513,1297,613,476,9,1,0
'TWARDDA01',280,6921,2666,202,409,611,940,396,24,416,748,1614,891,1069,880,7,4,1
'TWYMAJA01',823,26147,15840,0,0,5424,1861,0,0,0,2782,13873,6237,4325,3366,0,0,1
'TYLERBJ01',55,808,195,13,49,62,174,36,2,97,58,189,72,50,35,51,16,0
'TYLERTE01',871,21742,8868,1609,3066,4675,1039,801,1342,1140,1937,7915,3831,1702,1196,82,10,0
'TYRACH01',348,7811,3091,0,0,2567,315,0,0,0,987,3131,1213,990,665,0,0,0
'UDOKAIM01',4,28,8,1,4,5,2,2,1,3,3,9,3,4,2,1,0,0
'UDRIHBE01',80,1149,471,16,67,83,150,41,10,77,96,390,173,89,67,142,58,0
'UNSELWE01',984,35832,10624,2085,4974,13769,3822,628,367,579,2762,8586,4369,2976,1883,6,3,1
'UPLINHA01',23,268,86,0,0,31,26,0,0,0,42,94,33,22,20,0,0,0
'UPSHAKE01',120,1518,649,39,106,145,257,81,9,121,210,589,267,127,101,59,14,0
'VALENDA01',620,14395,5400,351,967,1318,3080,910,58,1240,1358,4560,1993,1744,1373,157,41,0
'VALENRO01',24,123,84,10,20,30,7,7,4,16,23,98,37,19,9,2,1,0
'VALLEJO01',100,796,359,0,0,66,84,0,0,0,100,375,142,104,75,0,0,0
'VANARDI01',921,31771,15079,188,476,3807,3060,264,44,0,2575,11661,5413,5385,4253,0,0,1
'VANARTO01',929,28682,14232,247,794,3942,2085,230,16,0,2922,12763,5505,4226,3222,0,0,1
'VANBRBU01',175,0,826,0,0,0,256,0,0,0,350,794,242,511,342,0,0,0
'VANBRJA01',434,10155,2596,500,1278,1778,815,363,329,506,1225,2123,932,888,723,30,9,0
'VANCEGE01',174,118,1437,0,0,103,399,0,0,0,664,1735,546,502,345,0,0,0
'VANDEER01',224,3600,2135,0,0,853,548,0,0,0,753,1942,818,674,499,0,0,0
'VANDEKI01',810,24521,15980,893,1892,2785,1668,468,243,1310,1560,11699,6139,3997,3484,592,218,1
'VANDELO01',15,31,9,1,5,6,1,0,0,0,4,14,3,4,3,5,0,0
'VANEXNI01',815,27985,12303,351,2103,2454,5654,710,90,1793,1320,11114,4500,2300,1830,4116,1473,1
'VANHOKE01',522,17055,8734,960,2757,3717,863,441,284,1191,1615,7272,3232,2064,1723,1519,547,0
'VANLINO01',746,26171,8770,540,1269,3596,5217,767,71,249,2661,8003,3313,2749,2144,0,0,1
'VANOSNI01',68,842,222,88,152,240,59,21,28,68,128,230,88,82,46,2,0,0
'VANTEDA01',22,411,122,15,22,37,66,23,3,37,44,110,46,50,30,6,0,0
'VARDARA01',1,6,5,0,1,1,0,0,0,1,3,3,2,1,1,0,0,0
'VAREJAN01',54,863,266,109,148,257,27,41,38,26,122,193,99,127,68,2,0,0
'VAUGHCH01',326,7049,2921,0,0,733,753,0,0,0,712,2757,1144,869,633,0,0,1
'VAUGHDA02',118,1156,341,134,227,361,36,31,48,98,216,324,137,105,67,2,0,0
'VAUGHJA01',528,9230,2626,92,681,773,1451,307,11,630,930,2258,977,742,583,251,89,0
'VAUGHLO01',689,16993,6984,1482,3399,4881,652,510,228,822,1624,6074,3061,1172,841,86,21,0
'VAUGHVI01',17,0,45,0,0,0,10,0,0,0,18,78,15,28,15,0,0,0
'VERGABO01',21,216,104,11,7,18,17,12,0,0,22,93,42,32,20,0,0,1
'VERHOPE01',282,3220,1000,272,369,641,152,128,67,166,622,856,432,196,135,4,1,0
'VETRAGU01',13,89,45,4,4,8,6,2,0,2,12,40,19,6,4,3,3,0
'VIANNJO01',1,9,2,0,0,0,2,0,0,1,3,2,1,0,0,0,0,0
'VINCEJA01',576,15556,8729,979,2188,3167,1124,413,171,1099,1621,7367,3490,2226,1745,27,4,0
'VINCESA01',396,7527,3106,158,661,819,1543,268,60,655,598,2591,1163,885,764,88,16,0
'VINSOFR01',13,67,17,0,1,1,1,3,0,6,6,24,6,3,2,13,3,0
'VOCEGA01',1,4,2,2,0,2,0,0,0,0,0,3,1,0,0,0,0,0
'VOLKEFL01',54,0,397,0,0,0,112,0,0,0,169,527,163,129,71,0,0,0
'VOLKOAL01',149,2453,1019,155,229,384,333,102,52,154,344,853,388,318,195,144,48,0
'VONNIST01',59,0,313,0,0,0,143,0,0,0,127,336,120,115,73,0,0,0
'VOSKUJA01',244,3959,1092,298,646,944,133,80,94,205,667,740,389,438,314,0,0,0
'VRANEDA01',510,10624,2613,763,1235,1998,594,333,271,519,1368,2131,1056,875,499,19,2,0
'VRANESL01',1,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
'VRANKST01',170,2050,473,155,361,516,59,22,179,132,318,413,197,132,79,0,0,0
'VROMABR01',11,93,34,7,18,25,9,5,5,9,26,27,10,19,14,1,0,0
'VROMAJA01',46,705,212,64,111,175,40,25,19,64,105,199,82,75,48,3,0,0
'VUJACSA01',35,403,101,13,49,62,51,12,2,15,41,117,33,19,18,64,17,0
'WADEDW01',138,5100,2845,195,449,644,795,207,116,517,370,2116,1001,1074,814,98,29,0
'WADEMA01',12,126,8,3,12,15,36,7,1,13,13,20,3,4,2,2,0,0
'WAGERCL01',63,0,143,0,0,0,90,0,0,0,175,203,57,47,29,0,0,0
'WAGNEDA01',11,0,69,0,0,0,18,0,0,0,22,54,19,35,31,0,0,0
'WAGNEDA02',102,2195,960,29,113,142,194,69,14,135,211,966,353,211,163,286,91,0
'WAGNEMI01',53,496,215,4,31,35,76,8,7,34,56,204,86,40,35,27,8,0
'WAITEGR01',249,2547,606,183,357,540,121,56,185,153,410,589,270,118,66,5,0,0
'WAKEFAN01',81,633,187,25,55,80,73,20,2,81,83,192,68,72,51,0,0,0
'WALKEAN01',687,26618,13621,1560,4403,5963,2829,957,414,2167,2076,12760,5294,3003,1929,3388,1104,1
'WALKEAN02',40,438,180,23,52,75,32,20,7,0,59,156,72,47,36,0,0,0
'WALKEBR01',228,699,1603,0,0,549,328,0,0,0,320,1772,673,406,257,0,0,0
'WALKECH01',1032,33433,18831,245,593,7314,2126,117,10,0,2727,14628,6876,6384,5079,0,0,1
'WALKEDA01',720,18601,6389,1057,2077,3134,3276,1090,225,1461,1827,5682,2469,2027,1445,102,6,0
'WALKEFO01',658,15036,4199,459,1227,1686,3111,992,83,792,1414,3537,1538,1460,1113,44,10,0
'WALKEHO01',65,1331,438,0,0,466,69,0,0,0,194,439,149,193,140,0,0,0
'WALKEJI01',698,23590,11655,139,481,1860,2429,253,36,0,1735,10039,4624,2903,2407,0,0,1
'WALKEKE01',448,9050,3128,742,1051,1793,299,235,297,351,1184,2556,1240,856,641,34,7,0
'WALKEPH01',40,384,178,21,31,52,54,14,5,62,39,161,57,96,64,0,0,0
'WALKESA01',438,7591,2374,520,1566,2086,252,134,315,401,888,2024,936,798,501,9,1,0
'WALKEWA01',565,10168,3968,638,1121,1759,844,216,111,598,1109,3685,1720,817,525,15,3,0
'WALKNE01',568,13832,7157,429,1163,4392,1214,140,105,0,1788,6386,2928,1717,1301,0,0,0
'WALLABE01',616,18778,4029,1761,4780,6541,724,788,1419,631,1288,3494,1672,1622,681,30,4,1
'WALLAGE01',208,3487,1248,205,472,677,206,173,126,233,333,1084,483,433,264,75,18,0
'WALLAJO01',381,6145,2901,312,749,1061,281,134,216,470,706,2496,1152,786,582,50,15,0
'WALLAMI01',61,0,556,0,0,0,58,0,0,0,167,809,225,196,106,0,0,0
'WALLARA01',711,24498,11241,1125,3780,4905,1371,687,912,1298,2130,9237,4505,2446,1733,1505,498,1
'WALLEDW01',11,29,7,0,0,10,1,0,0,0,8,9,2,7,3,0,0,0
'WALLEJA01',9,91,42,9,4,13,3,4,1,11,13,40,16,18,10,2,0,0
'WALSHJI01',10,72,20,0,0,15,8,0,0,0,9,27,5,17,10,0,0,0
'WALTERE01',335,4602,1547,81,322,403,569,129,30,291,439,1296,572,267,216,518,187,0
